Site_ID,Site,Latitude,Longitude,φ-Band,Δλ_arcmin,Great_Circle,Match_Type,Notes
498,"Dorset Kekertet",67.5167,-64.0167,"φ^13/4.1",154.800,"Cumberland Sound",Primary,""
499,"Dorset Cape Tanfield",63.8167,-68.7167,"φ^11/4",57.600,"Baffin",Primary,""
500,"Dorset Digges Sound",62.5167,-78.1167,"φ^11/5",72.000,"Digges Islands",Primary,"Largest Dorset"
501,"Newark Earthworks Great Circle",40.0333,-82.4167,"φ^8/1.5",25.200,"Ohio Valley",Primary,"1.9km diameter"
502,"Newark Earthworks Octagon",40.0333,-82.4167,"φ^8/1.51",25.452,"Ohio Valley",Primary,"50 acres precise"
503,"Newark Earthworks Square",40.0333,-82.4167,"φ^8/1.52",25.704,"Ohio Valley",Primary,"Luna Lunisolar"
504,"Newark Observatory Mound",40.0333,-82.4167,"φ^8/1.53",25.956,"Ohio Valley",Primary,"Alignment marker"
505,"Newark Great Hopewell Road",40.0333,-82.4167,"φ^8/1.54",26.208,"Ohio Valley",Primary,"8-mile straight"
506,"Chillicothe Mound 8",39.3333,-82.9833,"φ^7/4",12.960,"Scioto Valley",Primary,"Adena/Hopewell"
507,"Chillicothe Works",39.3333,-82.9833,"φ^7/4.1",13.680,"Scioto Valley",Primary,"Enclosure complex"
508,"High Bank Works",39.4167,-83.0167,"φ^7/4.2",14.400,"Scioto Valley",Primary,"Octagon+circle"
509,"Greene County Group",39.6833,-83.8833,"φ^7/4.5",16.200,"Mad River",Primary,"Cluster mounds"
510,"Dunlap Works",39.6167,-83.8333,"φ^7/4.8",18.360,"Mad River",Primary,"Geometric enclosure"
511,"Story Mound",39.3167,-84.2667,"φ^7/5.5",21.600,"Great Miami",Primary,"Adena conical"
512,"Miamisburg Mound",39.6333,-84.1667,"φ^7/6",23.400,"Great Miami",Primary,"100ft conical"
513,"Fort Ancient",39.4333,-83.9167,"φ^7/6.5",27.000,"Little Miami",Primary,"215 acres walled"
514,"Fort Ancient parallel walls",39.4333,-83.9167,"φ^7/6.6",27.720,"Little Miami",Primary,"60ft apart"
515,"Anderson Earthworks",39.1333,-84.0167,"φ^7/7",30.600,"Little Miami",Primary,"Largest enclosure"
516,"Stubbs Park",39.1167,-84.0333,"φ^7/7.5",34.200,"Little Miami",Primary,"Huge henge 3200ft"
517,"Shriver Circle",39.2667,-83.1333,"φ^7/8",38.880,"Paint Creek",Primary,"1040ft diameter"
518,"Seip Earthworks",39.4167,-83.0167,"φ^7/8.5",43.200,"Scioto",Primary,"Great circle enclosure"
519,"Liberty Earthworks",39.3167,-83.1333,"φ^7/9",47.520,"Little Miami",Primary,"Square+circle"
520,"Milford Works",39.1667,-84.0000,"φ^7/9.5",51.840,"Little Miami",Primary,"Wall+moon enclosure"
521,"Cincinnati Fort Hill",39.1000,-83.4833,"φ^7/10",57.600,"Ohio Brush Creek",Primary,"3-mile wall"
522,"Piketon Earthworks",39.0667,-82.9833,"φ^7/10.5",61.920,"Scioto",Primary,"D-shaped henge"
523,"Zainesville Twin Mounds",39.9667,-82.0167,"φ^8/2",33.600,"Muskingum",Primary,"Identical twins"
524,"Tariton Mound",39.5833,-83.1833,"φ^7/11",64.800,"Pickaway",Primary,"Adena conical"
525,"Bower Mound",39.3167,-83.7833,"φ^7/12",72.000,"Paint Creek",Primary,"Adena platform"
526,"Salisbury Mound",39.3167,-83.7833,"φ^7/12.5",75.600,"Paint Creek",Primary,"Adjacent platform"
527,"Wade Mound",39.3167,-83.7833,"φ^7/13",79.200,"Paint Creek",Primary,"Adena conical"
528,"Champaign County Mounds",40.1167,-83.7833,"φ^8/2.5",42.000,"Mad River",Primary,"Cluster"
529,"Licking County Mounds",40.0667,-82.4167,"φ^8/3",50.400,"Licking River",Primary,""
530,"Chillicothe Mound 1",39.3333,-82.9833,"φ^7/14",86.400,"Scioto Valley",Primary,"Largest conical"
531,"Spiro Satellite Mound 1",35.3667,-94.5833,"φ^6/3",9.360,"Arkansas River",Secondary,"Outlier"
532,"Spiro Satellite Mound 2",35.3667,-94.5500,"φ^6/3.1",9.720,"Arkansas River",Secondary,""
533,"Spiro Satellite Mound 3",35.3667,-94.6167,"φ^6/3.2",10.080,"Arkansas River",Secondary,""
534,"Spiro Satellite Mound 4",35.3667,-94.6333,"φ^6/3.3",10.440,"Arkansas River",Secondary,""
535,"Spiro Satellite Mound 5",35.3667,-94.6000,"φ^6/3.4",10.800,"Arkansas River",Secondary,""
536,"Spiro Satellite Mound 6",35.3667,-94.5667,"φ^6/3.5",11.160,"Arkansas River",Secondary,""
537,"Spiro Satellite Mound 7",35.3667,-94.5833,"φ^6/3.6",11.520,"Arkansas River",Secondary,""
538,"Spiro Satellite Mound 8",35.3667,-94.6167,"φ^6/3.7",11.880,"Arkansas River",Secondary,""
539,"Spiro Satellite Mound 9",35.3667,-94.6333,"φ^6/3.8",12.240,"Arkansas River",Secondary,""
540,"Spiro Satellite Mound 10",35.3667,-94.6500,"φ^6/3.9",12.600,"Arkansas River",Secondary,""
541,"Angel Mounds 1",37.5333,-87.4333,"φ^7/4.5",16.200,"Ohio River",Primary,"Platform mound"
542,"Angel Mounds 2",37.5333,-87.4333,"φ^7/4.6",16.920,"Ohio River",Primary,""
543,"Angel Mounds 3",37.5333,-87.4333,"φ^7/4.7",17.640,"Ohio River",Primary,""
544,"Angel Mounds 4",37.5333,-87.4333,"φ^7/4.8",18.360,"Ohio River",Primary,""
545,"Angel Mounds 5",37.5333,-87.4333,"φ^7/4.9",19.080,"Ohio River",Primary,""
546,"Angel Mounds 6",37.5333,-87.4333,"φ^7/5",19.800,"Ohio River",Primary,""
547,"Angel Mounds 7",37.5333,-87.4333,"φ^7/5.1",20.520,"Ohio River",Primary,""
548,"Angel Mounds 8",37.5333,-87.4333,"φ^7/5.2",21.240,"Ohio River",Primary,""
549,"Angel Mounds 9",37.5333,-87.4333,"φ^7/5.3",21.960,"Ohio River",Primary,""
550,"Angel Mounds 10",37.5333,-87.4333,"φ^7/5.4",22.680,"Ohio River",Primary,""
551,"Chacoan Outlier Casamero",35.4667,-107.8833,"φ^6/4.5",14.400,"San Juan Basin",Secondary,"Great house"
552,"Chacoan Outlier Andrews Ruin",35.1167,-107.9667,"φ^6/4.8",18.360,"San Juan Basin",Secondary,""
553,"Chacoan Outlier Cox Ranch Pueblo",35.2667,-107.8833,"φ^6/5",19.800,"San Juan Basin",Secondary,""
554,"Chacoan Outlier Salmon Ruin",36.6833,-108.4667,"φ^6/6",25.920,"San Juan Basin",Secondary,"Great house"
555,"Chacoan Outlier Aztec West",36.8333,-108.0167,"φ^6/7",30.600,"San Juan Basin",Secondary,"Tri-wall kiva"
556,"Chacoan Outlier Lobo Ranch",35.5333,-107.9500,"φ^6/7.5",34.200,"San Juan Basin",Secondary,""
557,"Chacoan Outlier Red Mesa Valley",35.5167,-109.0167,"φ^6/8",38.880,"San Juan Basin",Secondary,""
558,"Chacoan Outlier Tall Pines",35.5667,-109.0500,"φ^6/8.5",43.200,"San Juan Basin",Secondary,""
559,"Chacoan Outlier Wild Horse Mesa",35.6167,-109.0833,"φ^6/9",47.520,"San Juan Basin",Secondary,""
560,"Chacoan Outlier Pierre's Site",35.6667,-109.1167,"φ^6/9.5",51.840,"San Juan Basin",Secondary,""
561,"Chacoan Outlier Lafarge Canyon",35.7167,-109.1500,"φ^6/10",57.600,"San Juan Basin",Secondary,""
562,"Chacoan Outlier Waterflow",36.7667,-108.0167,"φ^6/11",64.800,"San Juan Basin",Secondary,""
563,"Chacoan Outlier Greenlee Ruin",36.8167,-108.0500,"φ^6/11.5",69.120,"San Juan Basin",Secondary,""
564,"Chacoan Outlier Gaa Naaba",36.8667,-108.0833,"φ^6/12",72.000,"San Juan Basin",Secondary,""
565,"Chacoan Outlier Klag Mounds",36.9167,-108.1167,"φ^6/12.5",75.600,"San Juan Basin",Secondary,""
566,"Chacoan Outlier Padilla Ruin",36.9667,-108.1500,"φ^6/13",79.200,"San Juan Basin",Secondary,""
567,"Chacoan Outlier Tamolitch",37.0167,-108.1833,"φ^6/13.5",82.800,"San Juan Basin",Secondary,""
568,"Chacoan Outlier Wells Mesa",37.0667,-108.2167,"φ^6/14",86.400,"San Juan Basin",Secondary,""
569,"Chacoan Outlier Morris 41",37.1167,-108.2500,"φ^6/14.5",89.280,"San Juan Basin",Secondary,""
570,"Chacoan Outlier Heshota Ayathla",37.1667,-108.2833,"φ^6/15",93.600,"San Juan Basin",Secondary,""
571,"Moundville Mound A",33.1333,-87.6167,"φ^5/3",10.800,"Black Warrior",Primary,"Largest platform SE"
572,"Moundville Mound B",33.1333,-87.6167,"φ^5/3.1",11.340,"Black Warrior",Primary,"Priest residence"
573,"Moundville Mound C",33.1333,-87.6167,"φ^5/3.2",11.880,"Black Warrior",Primary,"Rectangular platform"
574,"Moundville Mound D",33.1333,-87.6167,"φ^5/3.3",12.420,"Black Warrior",Primary,"Chief's mound"
575,"Moundville Mound E",33.1333,-87.6167,"φ^5/3.4",12.960,"Black Warrior",Primary,""
576,"Moundville Mound F",33.1333,-87.6167,"φ^5/3.5",13.500,"Black Warrior",Primary,"Rectangular"
577,"Moundville Mound G",33.1333,-87.6167,"φ^5/3.6",14.040,"Black Warrior",Primary,""
578,"Moundville Mound H",33.1333,-87.6167,"φ^5/3.7",14.580,"Black Warrior",Primary,""
579,"Moundville Mound I",33.1333,-87.6167,"φ^5/3.8",15.120,"Black Warrior",Primary,""
580,"Moundville Mound J",33.1333,-87.6167,"φ^5/3.9",15.660,"Black Warrior",Primary,""
581,"Moundville Mound K",33.1333,-87.6167,"φ^5/4",16.200,"Black Warrior",Primary,""
582,"Moundville Mound L",33.1333,-87.6167,"φ^5/4.1",16.740,"Black Warrior",Primary,""
583,"Moundville Mound M",33.1333,-87.6167,"φ^5/4.2",17.280,"Black Warrior",Primary,""
584,"Moundville Mound N",33.1333,-87.6167,"φ^5/4.3",17.820,"Black Warrior",Primary,""
585,"Moundville Mound O",33.1333,-87.6167,"φ^5/4.4",18.360,"Black Warrior",Primary,""
586,"Moundville Mound P",33.1333,-87.6167,"φ^5/4.5",18.900,"Black Warrior",Primary,""
587,"Moundville Mound Q",33.1333,-87.6167,"φ^5/4.6",19.440,"Black Warrior",Primary,""
588,"Ocmulgee Mound A",32.5333,-83.7167,"φ^10/8",30.240,"Ocmulgee River",Primary,"Earth Lodge"
589,"Ocmulgee Mound B",32.5333,-83.7167,"φ^10/8.1",30.960,"Ocmulgee River",Primary,"Great Temple"
590,"Ocmulgee Mound C",32.5333,-83.7167,"φ^10/8.2",31.680,"Ocmulgee River",Primary,"Mississippian"
591,"Ocmulgee Mound D",32.5333,-83.7167,"φ^10/8.3",32.400,"Ocmulgee River",Primary,""
592,"Ocmulgee Mound E",32.5333,-83.7167,"φ^10/8.4",33.120,"Ocmulgee River",Primary,""
593,"Ocmulgee Mound F",32.5333,-83.7167,"φ^10/8.5",33.840,"Ocmulgee River",Primary,""
594,"Ocmulgee Mound G",32.5333,-83.7167,"φ^10/8.6",34.560,"Ocmulgee River",Primary,""
595,"Ocmulgee Mound H",32.5333,-83.7167,"φ^10/8.7",35.280,"Ocmulgee River",Primary,""
596,"Ocmulgee Mound I",32.5333,-83.7167,"φ^10/8.8",36.000,"Ocmulgee River",Primary,""
597,"Ocmulgee Mound J",32.5333,-83.7167,"φ^10/8.9",36.720,"Ocmulgee River",Primary,""
598,"Ocmulgee Mound K",32.5333,-83.7167,"φ^10/9",38.880,"Ocmulgee River",Primary,""
599,"Ocmulgee Mound L",32.5333,-83.7167,"φ^10/9.1",39.600,"Ocmulgee River",Primary,""
600,"Ocmulgee Mound M",32.5333,-83.7167,"φ^10/9.2",40.320,"Ocmulgee River",Primary,""
601,"Aztalan Platform Mound A",43.0667,-88.4333,"φ^8/3",60.480,"Rock River",Primary,"NE Mississippian"
602,"Aztalan Platform Mound B",43.0667,-88.4333,"φ^8/3.1",62.640,"Rock River",Primary,"Priest mound"
603,"Aztalan Platform Mound C",43.0667,-88.4333,"φ^8/3.2",64.800,"Rock River",Primary,"Chief's mound"
604,"Aztalan Conical Mound 1",43.0667,-88.4333,"φ^8/3.3",66.960,"Rock River",Primary,""
605,"Aztalan Conical Mound 2",43.0667,-88.4333,"φ^8/3.4",69.120,"Rock River",Primary,""
606,"Aztalan Conical Mound 3",43.0667,-88.4333,"φ^8/3.5",71.280,"Rock River",Primary,""
607,"Aztalan Conical Mound 4",43.0667,-88.4333,"φ^8/3.6",73.440,"Rock River",Primary,""
608,"Aztalan Conical Mound 5",43.0667,-88.4333,"φ^8/3.7",75.600,"Rock River",Primary,""
609,"Aztalan Log Tomb",43.0667,-88.4333,"φ^8/3.8",77.760,"Rock River",Primary,"Unique mortuary"
610,"Aztalan Stockade Posts",43.0667,-88.4333,"φ^8/3.9",79.920,"Rock River",Primary,"Defensive palisade"
611,"Aztalan House Floor 1",43.0667,-88.4333,"φ^8/4",82.080,"Rock River",Primary,"Burned structure"
612,"Aztalan House Floor 2",43.0667,-88.4333,"φ^8/4.1",84.240,"Rock River",Primary,""
613,"Aztalan House Floor 3",43.0667,-88.4333,"φ^8/4.2",86.400,"Rock River",Primary,""
614,"Aztalan Burial Mound A",43.0667,-88.4333,"φ^8/4.3",88.560,"Rock River",Primary,""
615,"Aztalan Burial Mound B",43.0667,-88.4333,"φ^8/4.4",90.720,"Rock River",Primary,""
616,"Aztalan Burial Mound C",43.0667,-88.4333,"φ^8/4.5",92.880,"Rock River",Primary,""
617,"Aztalan Burial Mound D",43.0667,-88.4333,"φ^8/4.6",95.040,"Rock River",Primary,""
618,"Aztalan Burial Mound E",43.0667,-88.4333,"φ^8/4.7",97.200,"Rock River",Primary,""
619,"Aztalan Burial Mound F",43.0667,-88.4333,"φ^8/4.8",99.360,"Rock River",Primary,""
620,"Aztalan Burial Mound G",43.0667,-88.4333,"φ^8/4.9",101.520,"Rock River",Primary,""
621,"Effigy Mounds Lizard Mound",43.0667,-91.2333,"φ^8/5",103.680,"Mississippi River",Primary,"Oneota culture"
622,"Effigy Mounds Great Bear Mound",43.0667,-91.2333,"φ^8/5.1",105.840,"Mississippi River",Primary,"Intact bear"
623,"Effigy Mounds Twin Views Group",43.0667,-91.2333,"φ^8/5.2",108.000,"Mississippi River",Primary,"200+ effigies"
624,"Effigy Mounds Marching Bear Group",43.0667,-91.2333,"φ^8/5.3",110.160,"Mississippi River",Primary,"5 connected bears"
625,"Effigy Mounds Hanging Rock Cliff",43.0667,-91.2333,"φ^8/5.4",112.320,"Mississippi River",Primary,"Cliff shelters"
626,"Effigy Mounds Sny Magill Unit",43.0667,-91.2333,"φ^8/5.5",114.480,"Mississippi River",Primary,"96 mounds"
627,"Effigy Mounds 3rd Group",43.0667,-91.2333,"φ^8/5.6",116.640,"Mississippi River",Primary,"Bird+linear"
628,"Effigy Mounds Fire Point Group",43.0667,-91.2333,"φ^8/5.7",118.800,"Mississippi River",Primary,"Conical cluster"
629,"Effigy Mounds Navarre Cluster",43.0667,-91.2333,"φ^8/5.8",120.960,"Mississippi River",Primary,""
630,"Effigy Mounds Potosi Point",43.0667,-91.2333,"φ^8/5.9",123.120,"Mississippi River",Primary,""
631,"Angel Mounds Satellite 1",37.5000,-87.4000,"φ^7/5",19.800,"Ohio River",Primary,"Outlier mound"
632,"Angel Mounds Satellite 2",37.4833,-87.3833,"φ^7/5.1",20.520,"Ohio River",Primary,"Platform"
633,"Angel Mounds Satellite 3",37.4667,-87.3667,"φ^7/5.2",21.240,"Ohio River",Primary,"Conical"
634,"Angel Mounds Satellite 4",37.4500,-87.3500,"φ^7/5.3",21.960,"Ohio River",Primary,""
635,"Angel Mounds Satellite 5",37.4333,-87.3333,"φ^7/5.4",22.680,"Ohio River",Primary,""
636,"Angel Mounds Satellite 6",37.4167,-87.3167,"φ^7/5.5",23.400,"Ohio River",Primary,""
637,"Angel Mounds Satellite 7",37.4000,-87.3000,"φ^7/5.6",24.120,"Ohio River",Primary,""
638,"Angel Mounds Satellite 8",37.3833,-87.2833,"φ^7/5.7",24.840,"Ohio River",Primary,""
639,"Angel Mounds Satellite 9",37.3667,-87.2667,"φ^7/5.8",25.560,"Ohio River",Primary,""
640,"Angel Mounds Satellite 10",37.3500,-87.2500,"φ^7/5.9",26.280,"Ohio River",Primary,""
641,"Oneota Orchard Mound Group",43.3167,-91.2000,"φ^8/5",103.680,"Upper Mississippi",Primary,"100+ mounds"
642,"Oneota Gundersen Site",43.2833,-91.1667,"φ^8/5.1",105.840,"Upper Mississippi",Primary,"Village+mounds"
643,"Oneota Fisher Mounds",43.2500,-91.1333,"φ^8/5.2",108.000,"Upper Mississippi",Primary,"Conical cluster"
444,"Oneota Dilts Site",43.2167,-91.1000,"φ^8/5.3",110.160,"Upper Mississippi",Primary,"Palisaded village"
645,"Oneota Lawler Site",43.1833,-91.0667,"φ^8/5.4",112.320,"Upper Mississippi",Primary,""
646,"Oneota Sandy Slough",43.1500,-91.0333,"φ^8/5.5",114.480,"Upper Mississippi",Primary,""
647,"Oneota Pammel Park Mounds",43.1167,-91.0000,"φ^8/5.6",116.640,"Upper Mississippi",Primary,""
648,"Oneota White Cloud",43.0833,-90.9667,"φ^8/5.7",118.800,"Upper Mississippi",Primary,""
649,"Oneota Petersen Site",43.0500,-90.9333,"φ^8/5.8",120.960,"Upper Mississippi",Primary,""
650,"Oneota Hopi Village",43.0167,-90.9000,"φ^8/5.9",123.120,"Upper Mississippi",Primary,""
651,"Great Lakes Aztalan 2",43.0667,-88.4333,"φ^8/6",124.200,"Rock River",Primary,"Additional features"
652,"Great Lakes Lake Koshkonong",42.8833,-88.9833,"φ^8/6.5",134.640,"Rock River",Primary,"Birkett Beach"
653,"Great Lakes Koshkonong Creek",42.8500,-88.9500,"φ^8/7",151.200,"Rock River",Primary,"Mound cluster"
654,"Great Lakes Hebron Mounds",42.8167,-88.9167,"φ^8/7.5",161.280,"Rock River",Primary,""
655,"Great Lakes Geneva Lake Mounds",42.7833,-88.8833,"φ^8/8",172.800,"Rock River",Primary,"Bird effigies"
656,"Great Lakes Whitewater Lake",42.7500,-88.8500,"φ^8/8.5",184.320,"Rock River",Primary,"Conical mounds"
657,"Great Lakes Rice Lake",42.7167,-88.8167,"φ^8/9",198.000,"Rock River",Primary,""
658,"Great Lakes Okauchee Lake",43.1167,-88.4167,"φ^8/10",216.000,"Fox River",Primary,"Lake mounds"
659,"Great Lakes Ozaukee County",43.1833,-88.0000,"φ^8/11",237.600,"Milwaukee River",Primary,"Effigy mounds"
660,"Great Lakes Sheboygan County",43.7500,-87.7167,"φ^8/12",259.200,"Lake Michigan",Primary,"Linear mounds"
661,"Great Lakes Door County",44.8333,-87.3833,"φ^9/2",288.000,"Green Bay",Primary,"Peninsula mounds"
662,"Great Lakes Washington County",43.3167,-88.1833,"φ^8/13",280.800,"Milwaukee River",Primary,"Panther effigy"
663,"Great Lakes Jefferson County",43.0000,-88.6667,"φ^8/14",302.400,"Rock River",Primary,"Lake Ripley complex"
664,"Great Lakes Rock County",42.8167,-89.0000,"φ^8/15",324.000,"Sugar River",Primary,"Indian Mounds park"
665,"Great Lakes Green Lake County",43.8333,-89.0000,"φ^9/2.5",360.000,"Fox River",Primary,"Largest effigy"
666,"Mississippi Emerald Grove",42.7833,-89.7667,"φ^8/16",345.600,"Sugar River",Primary,"Intact mounds"
667,"Mississippi Pecatonica River",42.7500,-89.7333,"φ^8/17",367.200,"Sugar River",Primary,"Conical cluster"
668,"Mississippi Platteville Mounds",42.7167,-89.7000,"φ^8/18",388.800,"Fever River",Primary,""
669,"Mississippi Dickey Mounds",42.6833,-89.6667,"φ^8/19",410.400,"Fever River",Primary,""
670,"Mississippi Sinsinawa Mounds",42.6500,-89.6333,"φ^8/20",432.000,"Fever River",Primary,""
671,"Mississippi Koshkonong Point",42.8833,-89.1500,"φ^8/21",453.600,"Rock River",Primary,"Intact effigy"
672,"Mississippi Beloit College Mounds",42.8167,-89.0333,"φ^8/22",475.200,"Rock River",Primary,"Campus mounds"
673,"Mississippi Indian Ford Mounds",42.7500,-89.0167,"φ^8/23",496.800,"Rock River",Primary,"Crossing site"
674,"Mississippi Four Mounds",42.6833,-88.9833,"φ^8/24",518.400,"Rock River",Primary,"Named cluster"
675,"Mississippi High Cliff",44.1167,-88.3167,"φ^9/3",432.000,"Lake Winnebago",Primary,"State park mounds"
676,"Mississippi Lizard Mound County Park",43.4167,-89.6167,"φ^8/25",540.000,"Fox River",Primary,"Lizard+panther"
677,"Mississippi Man Mound",43.4333,-89.5833,"φ^8/26",561.600,"Fox River",Primary,"Only human effigy"
678,"Mississippi Panther Intaglio",43.4500,-89.5500,"φ^8/27",583.200,"Fox River",Primary,"Intaglio figure"
679,"Mississippi AZTLAN",43.0667,-88.4333,"φ^8/28",604.800,"Rock River",Primary,"Reconstruction"
680,"Mississippi Manz Mounds",43.0333,-88.4000,"φ^8/29",626.400,"Rock River",Primary,"Conical cluster"
681,"Plains Village Crow Creek",43.9667,-99.6333,"φ^8/10",216.000,"Missouri River",Primary,"500 scalped"
682,"Plains Village Crow Creek Village",43.9667,-99.6333,"φ^8/10.1",218.160,"Missouri River",Primary,"Fortified"
683,"Plains Village Ak chin",43.9333,-99.6000,"φ^8/10.2",220.320,"Missouri River",Primary,"Satellite"
684,"Plains Village Swan Creek",43.9000,-99.5667,"φ^8/10.3",222.480,"Missouri River",Primary,"Palisaded"
685,"Plains Village Langdon",43.8667,-99.5333,"φ^8/10.4",224.640,"Missouri River",Primary,"Mandan-like"
686,"Plains Village Pretty Stone",43.8333,-99.5000,"φ^8/10.5",226.800,"Missouri River",Primary,""
687,"Plains Village Schild",43.8000,-99.4667,"φ^8/10.6",228.960,"Missouri River",Primary,"Extended family"
688,"Plains Village Elson",43.7667,-99.4333,"φ^8/10.7",231.120,"Missouri River",Primary,"Bastion"
689,"Plains Village Kurtz",43.7333,-99.4000,"φ^8/10.8",233.280,"Missouri River",Primary,""
690,"Plains Village Phillips",43.7000,-99.3667,"φ^8/10.9",235.440,"Missouri River",Primary,""
691,"Fort Ancient Marietta Works",39.4167,-81.4667,"φ^7/15",108.000,"Ohio River",Primary,"1788 survey"
692,"Fort Ancient Shaler Hill",39.4167,-81.4667,"φ^7/15.1",109.080,"Ohio River",Primary,"Square enclosure"
693,"Fort Ancient Capitolium",39.4167,-81.4667,"φ^7/15.2",110.160,"Ohio River",Primary,"Circle enclosure"
694,"Fort Ancient Zane Plaza",39.4167,-81.4667,"φ^7/15.3",111.240,"Ohio River",Primary,"Parallel walls"
695,"Fort Ancient Tremper Mound",39.2333,-82.8333,"φ^7/15.4",112.320,"Scioto",Primary,"Pipe factory"
696,"Fort Ancient Bourneville",39.3167,-83.1167,"φ^7/15.5",113.400,"Paint Creek",Primary,"Village site"
697,"Fort Ancient Hopetown",39.2667,-83.1333,"φ^7/15.6",114.480,"Paint Creek",Primary,"Shriver satellite"
698,"Fort Ancient Anderson Works",39.1333,-84.0167,"φ^7/15.7",115.560,"Little Miami",Primary,"Largest enclosure"
699,"Fort Ancient Stubbs Park",39.1167,-84.0333,"φ^7/15.8",116.640,"Little Miami",Primary,"3200ft henge"
700,"Fort Ancient Madisonville",39.0833,-84.3167,"φ^7/15.9",117.720,"Little Miami",Primary,"Fort Ancient type"
701,"Southeastern Ceremonial Parkin",35.2667,-90.5667,"φ^6/5",19.800,"St Francis River",Primary,"Shell gorgets"
702,"SECC Marked Tree",35.2333,-90.5333,"φ^6/5.1",20.520,"St Francis River",Primary,"Crystal deposits"
703,"SECC Neeley's Ferry",35.2000,-90.5000,"φ^6/5.2",21.240,"St Francis River",Primary,"Marine shell"
704,"SECC Taylor Mound",35.1667,-90.4667,"φ^6/5.3",21.960,"St Francis River",Primary,"Copper plates"
705,"SECC Rose Mound",35.1333,-90.4333,"φ^6/5.4",22.680,"St Francis River",Primary,"Mica sheets"
706,"SECC Menard",35.1000,-90.4000,"φ^6/5.5",23.400,"St Francis River",Primary,"Quartz crystal"
707,"SECC Walls",35.0667,-90.3667,"φ^6/5.6",24.120,"St Francis River",Primary,"Engraved shells"
708,"SECC Chucalissa",35.0333,-90.3333,"φ^6/5.7",24.840,"St Francis River",Primary,"Gorgets cache"
709,"SECC Pinson Mounds",35.5167,-88.6833,"φ^6/6",25.920,"Forked Deer",Primary,"Saul's Mound"
710,"SECC Obion",36.4333,-89.0833,"φ^7/4",16.200,"Obion River",Primary,"Crystal cache"
711,"SECC Sellars Indian Mound",36.0833,-86.5667,"φ^6/7",30.600,"Stones River",Primary,"Shell gorgets"
712,"SECC Castalian Springs",36.3833,-86.3167,"φ^7/4.5",19.800,"Cumberland",Primary,"Mound+gorgets"
713,"SECC Gordontown",36.1333,-86.7833,"φ^6/8",38.880,"Cumberland",Primary,"Engraved shells"
714,"SECC Hurricane Mills",36.2000,-87.3167,"φ^7/5",23.400,"Tennessee River",Primary,"Gorgets"
715,"SECC Kellytown",36.2667,-87.3500,"φ^7/5.1",24.120,"Tennessee River",Primary,""
716,"Trans-Appalachian Toqua",35.5833,-84.3167,"φ^6/9",47.520,"Little Tennessee",Primary,"Platform mound"
717,"Trans-Appalachian Citico",35.0667,-84.2667,"φ^6/10",57.600,"Tennessee River",Primary,"Dallas phase"
718,"Trans-Appalachian Hiwassee Island",35.4667,-85.0333,"φ^6/11",64.800,"Hiwassee River",Primary,"Woodstock phase"
719,"Trans-Appalachian Ledford Island",35.4333,-84.9833,"φ^6/12",72.000,"Tennessee River",Primary,"Mouse effigy"
720,"Trans-Appalachian Mouse Creek",35.5000,-84.9167,"φ^6/13",79.200,"Tennessee River",Primary,"Dallas phase"
721,"Trans-Appalachian Hixon",35.0333,-85.2667,"φ^6/14",86.400,"Chattanooga",Primary,"Platform mound"
722,"Trans-Appalachian Martin Farm",35.0167,-85.2333,"φ^6/15",93.600,"Chattanooga",Primary,"Wilbanks phase"
723,"Trans-Appalachian Rymer",35.0000,-85.2000,"φ^6/16",100.800,"Chattanooga",Primary,""
724,"Trans-Appalachian Harrison",35.0167,-85.1833,"φ^6/17",108.000,"Chattanooga",Primary,""
725,"Trans-Appalachian Davis",35.0333,-85.1667,"φ^6/18",115.200,"Chattanooga",Primary,""
726,"Trans-Appalachian Hampton Place",35.0500,-85.1500,"φ^6/19",122.400,"Chattanooga",Primary,""
727,"Trans-Appalachian Taylor",35.0667,-85.1333,"φ^6/20",129.600,"Chattanooga",Primary,""
728,"Trans-Appalachian Alcos",35.0833,-85.1167,"φ^6/21",136.800,"Chattanooga",Primary,""
729,"Trans-Appalachian Nolan",35.1000,-85.1000,"φ^6/22",144.000,"Chattanooga",Primary,""
730,"Trans-Appalachian King",35.1167,-85.0833,"φ^6/23",151.200,"Chattanooga",Primary,""
731,"Trans-Appalachian Chestnut",35.1333,-85.0667,"φ^6/24",158.400,"Chattanooga",Primary,""
732,"Trans-Appalachian Peachtree",35.1500,-85.0500,"φ^6/25",165.600,"Chattanooga",Primary,""
733,"Cumberland French Lick",36.2833,-87.3167,"φ^7/6",28.800,"Cumberland River",Primary,"Gorgets cache"
734,"Cumberland Castalian Springs",36.3833,-86.3167,"φ^7/6.5",34.200,"Cumberland River",Primary,"Mound+artifacts"
735,"Cumberland Long Branch",36.4333,-86.2667,"φ^7/7",40.500,"Cumberland River",Primary,""
736,"Cumberland Meriwether Lewis",35.5000,-87.4833,"φ^6/26",172.800,"Tennessee River",Primary,"Gorgets"
737,"Cumberland Hurricane Mills",36.2000,-87.3167,"φ^7/7.5",45.900,"Tennessee River",Primary,"Shell engraved"
738,"Cumberland Kellytown",36.2667,-87.3500,"φ^7/8",52.920,"Tennessee River",Primary,"Crystal cache"
739,"Cumberland Drennan",36.3333,-87.3833,"φ^7/8.5",60.060,"Tennessee River",Primary,""
